Name,Formula,Molecular Weight,RT [min],Area (Max.),samples,Area,count,class,species,letter,class_new,TC,DB,pqn,DB_new,sumpqn,batch
TG(4:0_14:0_16:0) +NH4,C37 H73 N O6,627.5406,16.05,6571583.72714113,cbr_o154,2414317.73209167,53,TG,34:0,NA,TG,34,0,288.8982543351104,0,558001.158474315,B03
CL(18:3_16:1_14:0_20:4),C77 H134 O17 P2,1392.90402,18.166,6550469.14726129,cbr_o154,3918705.70411688,55,CL,68:8,NA,CL,68,8,468.9139387596648,8,21087.744705297446,B03
PE(16:1e_18:1),C39 H76 N O7 P,701.53372,12.979,6332900.97520656,cbr_o154,2965227.23149677,55,PE,34:2e,e,PE e,34,2e,354.82031196622245,2,6137.221985339142,B03
TG(20:1_18:1_18:3) +NH4,C59 H107 N O6,925.80512,21.193,6328514.30027415,cbr_o154,568909.42008955,53,TG,56:5,NA,TG,56,5,68.07593555479484,5,558001.158474315,B03
TG(4:0_18:3_18:3),C43 H70 O6,682.51143,15.145,6122004.6421902,cbr_o154,1897396.19621241,38,TG,40:6,NA,TG,40,6,227.04321041992443,6,558001.158474315,B03
TG(26:1_18:1_16:1) +NH4,C63 H119 N O6,985.8989,22.134,5872885.30069249,cbr_o154,1241452.35007175,55,TG,60:3,NA,TG,60,3,148.55269959237128,3,558001.158474315,B03
TG(30:0_18:1_16:0) +NH4,C67 H131 N O6,1045.99274,23.294,5713324.57658157,cbr_o154,1055948.98694794,53,TG,64:1,NA,TG,64,1,126.35529074787291,1,558001.158474315,B03
DG(34:3e),C37 H68 O4,576.50884,11.718,5632208.01484036,cbr_o154,3516916.08348882,55,DG,34:3e,e,DG e,34,3e,420.83562724892226,3,1674.2943804069616,B03
TG(28:0_16:0_18:1) +NH4,C65 H127 N O6,1017.9615,22.987,5430719.69775067,cbr_o154,2265796.0245477,54,TG,62:1,NA,TG,62,1,271.1260856308905,1,558001.158474315,B03
PE(16:0_16:0),C37 H74 N O8 P,691.51256,11.515,5090277.64562329,cbr_o154,2486468.72182685,55,PE,32:0,NA,PE,32,0,297.53187148747475,0,160072.51885148053,B03
PC(18:4_18:1),C44 H78 N O8 P,779.54246,9.402,5075795.14902249,cbr_o154,4405473.11678361,5,PC,36:5,NA,PC,36,5,527.1607278700623,5,208047.64808914642,B03
DG(34:4e),C37 H66 O4,574.49324,8.26,4745338.23334964,cbr_o154,2157015.36506758,55,DG,34:4e,e,DG e,34,4e,258.1093471082429,4,1674.2943804069616,B03
DG(34:5e),C37 H64 O4,572.47762,7.225,4692478.17189475,cbr_o154,1615328.70296303,54,DG,34:5e,e,DG e,34,5e,193.2908979876135,5,1674.2943804069616,B03
DG(16:1_18:1) +NH4,C37 H71 N O5,609.53138,12.936,4686925.47053035,cbr_o154,4613284.93099691,43,DG,34:2,NA,DG,34,2,552.0275751612933,2,1068.614235473309,B03
PC(25:1_8:0),C41 H80 N O8 P,745.55884,9.671,4566921.53399119,cbr_o154,10281.9487168467,7,PC,33:1,NA,PC,33,1,1.2303422188291142,1,208047.64808914642,B03
CL(18:1_16:1_16:1_18:1),C77 H142 O17 P2,1400.96609,20.155,4290275.53797668,cbr_o154,405137.773325355,55,CL,68:4,NA,CL,68,4,48.47895284168201,4,21087.744705297446,B03
DG(16:1_20:4),C39 H66 O5,614.48576,12.984,4130621.26840888,cbr_o154,3478166.23149255,15,DG,36:5,NA,DG,36,5,416.198803997093,5,1068.614235473309,B03
PE(20:0_18:1),C43 H84 N O8 P,773.59046,16.188,4079181.3276773,cbr_o154,2192277.92916208,55,PE,38:1,NA,PE,38,1,262.32888005325225,1,160072.51885148053,B03
PE(20:0_18:3),C43 H80 N O8 P,769.55919,13.312,4048467.9173361,cbr_o154,1662769.52264247,55,PE,38:3,NA,PE,38,3,198.96768601242042,3,160072.51885148053,B03
PI(16:1_18:3),C43 H75 O13 P,830.49222,6.063,3980272.10041208,cbr_o154,1697766.92104864,55,PI,34:4,NA,PI,34,4,203.15548912193634,4,15430.354006352134,B03
PE(16:0e_22:6),C43 H76 N O7 P,749.52979,12.452,3948842.32658098,cbr_o154,2884343.63655056,50,PE,38:6e,e,PE e,38,6e,345.1417476771453,6,6137.221985339142,B03
PG(18:1_18:3),C42 H75 O10 P,770.5073,7.654,3925839.88454252,cbr_o154,2024201.72297089,55,PG,36:4,NA,PG,36,4,242.21681198595815,4,2304.9033546700853,B03
PS(18:3_18:2),C42 H72 N O10 P,781.48666,6.438,3848525.87546636,cbr_o154,2002413.35064202,55,PS,36:5,NA,PS,36,5,239.6096063779537,5,16539.435382049625,B03
TG(28:0_18:1_18:1) +NH4,C67 H129 N O6,1043.97704,22.977,3783364.74903074,cbr_o154,1199987.32931927,55,TG,64:2,NA,TG,64,2,143.5909781287335,2,558001.158474315,B03
CL(18:4_18:2_16:1_22:6),C83 H136 O17 P2,1466.91926,18.449,3751518.55406954,cbr_o154,1356922.01057033,55,CL,74:13,NA,CL,74,13,162.36984673224117,13,21087.744705297446,B03
PE(20:0e_18:1),C43 H86 N O7 P,759.61136,17.204,3738284.54377853,cbr_o154,2694346.62772869,55,PE,38:1e,e,PE e,38,1e,322.4066273373811,1,6137.221985339142,B03
TG(18:4_14:0_16:1),C51 H88 O6,796.6518,20.118,3664694.62690079,cbr_o154,2663589.78301904,52,TG,48:5,NA,TG,48,5,318.72625062997236,5,558001.158474315,B03
PE(17:1_18:1),C40 H76 N O8 P,729.52899,11.077,3554866.1157305,cbr_o154,277964.843846493,45,PE,35:2,NA,PE,35,2,33.2613877147858,2,160072.51885148053,B03
TG(18:4_16:1_16:1),C53 H90 O6,822.66743,20.085,3367903.63888753,cbr_o154,1823890.58013007,54,TG,50:6,NA,TG,50,6,218.24749812085722,6,558001.158474315,B03
PI(18:0_18:1),C45 H85 O13 P,864.57026,11.934,3275263.82148602,cbr_o154,1989763.91653117,55,PI,36:1,NA,PI,36,1,238.09596988165643,1,15430.354006352134,B03
TG(18:3e_17:0_19:0) +NH4,C57 H109 N O5,887.8259,21.819,3267622.1570359,cbr_o154,1696517.54237708,6,TG,54:3e,e,TG e,54,3e,203.00598795544965,3,4342.604152985057,B03
PG(16:0_16:1),C38 H73 O10 P,720.49213,8.264,3212042.3716272,cbr_o154,1401335.10223476,55,PG,32:1,NA,PG,32,1,167.68433557558117,1,2304.9033546700853,B03
CL(74:14),C83 H134 O17 P2,1464.90359,17.923,3189819.59850567,cbr_o154,927220.351797075,55,CL,74:14,NA,CL,74,14,110.9515692394339,14,21087.744705297446,B03
TG(28:1_18:1_18:1) +NH4,C67 H127 N O6,1041.96133,22.69,3141958.48892637,cbr_o154,594306.623665191,55,TG,64:3,NA,TG,64,3,71.11497539634853,3,558001.158474315,B03
PE(38:7),C43 H72 N O8 P,761.49332,8.895,3100208.3333944,cbr_o154,2345235.8505006,55,PE,38:7,NA,PE,38,7,280.6318879275065,7,160072.51885148053,B03
PE(38:3e),C43 H82 N O7 P,755.58018,15.809,3100033.57111129,cbr_o154,550566.263352927,54,PE,38:3e,e,PE e,38,3e,65.88098586372226,3,6137.221985339142,B03
PC(34:5),C42 H74 N O8 P,751.51058,6.08,2971027.01770884,cbr_o154,590436.18000565,53,PC,34:5,NA,PC,34,5,70.65183651372305,5,208047.64808914642,B03
PS(24:2_10:1),C40 H72 N O10 P,757.48677,7.389,2955056.00556969,cbr_o154,321970.686997361,53,PS,34:3,NA,PS,34,3,38.52714503323792,3,16539.435382049625,B03
PS(18:1_20:4),C44 H76 N O10 P,809.5163,10.226,2864533.93690598,cbr_o154,2327835.94507197,55,PS,38:5,NA,PS,38,5,278.54980807649537,5,16539.435382049625,B03
DG(36:3e),C39 H72 O4,604.5401,21.639,2814784.44590142,cbr_o154,1466268.95725768,55,DG,36:3e,e,DG e,36,3e,175.45434741537258,3,1674.2943804069616,B03
TG(4:0_14:1_16:1) +NH4,C37 H69 N O6,623.50947,12.045,2762465.16943715,cbr_o154,460061.594321703,42,TG,34:2,NA,TG,34,2,55.05115988649053,2,558001.158474315,B03
PE(16:0_22:6),C43 H74 N O8 P,763.50906,10.827,2678440.02593241,cbr_o154,2105420.14792704,49,PE,38:6,NA,PE,38,6,251.9354421719489,6,160072.51885148053,B03
PC(6:0_24:2),C38 H72 N O8 P,701.49626,6.395,2671779.03503948,cbr_o154,2389418.46932226,51,PC,30:2,NA,PC,30,2,285.91879829554364,2,208047.64808914642,B03
DG(32:3e),C35 H64 O4,548.47779,7.931,2593672.39413085,cbr_o154,792824.374001891,54,DG,32:3e,e,DG e,32,3e,94.86969117566682,3,1674.2943804069616,B03
PC(20:0e_14:1),C42 H84 N O7 P,745.59515,13.022,2554432.75393966,cbr_o154,670558.30947411,54,PC,34:1e,e,PC e,34,1e,80.23928353006752,1,80.23928353006752,B03
LPC(18:0),C26 H54 N O7 P,523.36141,4.099,2472015.49241737,cbr_o154,880929.68035647,55,LPC,18:0,NA,LPC,18,0,105.41240842665849,0,10430.785737079472,B03
PE(20:0_18:2),C43 H82 N O8 P,771.57511,14.839,2461921.16573744,cbr_o154,1554817.75586459,55,PE,38:2,NA,PE,38,2,186.05013313196287,2,160072.51885148053,B03
CL(18:3_18:1_18:2_18:2),C81 H142 O17 P2,1448.95905,18.926,2295787.88186664,cbr_o154,339285.840559542,11,CL,72:8,NA,CL,72,8,40.59908344099862,8,21087.744705297446,B03
CL(18:3_18:2_14:1_22:6),C81 H134 O17 P2,1440.90582,18.3,2220340.34398198,cbr_o154,818824.383748904,55,CL,72:12,NA,CL,72,12,97.98086305199658,12,21087.744705297446,B03
CL(74:12),C83 H138 O17 P2,1468.93471,18.928,2214172.6437584,cbr_o154,1314639.56804604,55,CL,74:12,NA,CL,74,12,157.31031224267372,12,21087.744705297446,B03
TG(22:4_10:1_11:3) +NH4,C46 H75 N O6,737.55596,13.199,2122108.89138029,cbr_o154,279436.663353407,24,TG,43:8,NA,TG,43,8,33.43750624325944,8,558001.158474315,B03
PS(38:5e),C44 H78 N O9 P,795.53797,12.458,2120669.19100914,cbr_o154,1433236.38556931,55,PS,38:5e,e,PS e,38,5e,171.50165628026596,5,171.50165628026596,B03
TG(18:0_16:0_20:4),C57 H102 O6,882.76035,22.218,2041512.52212348,cbr_o154,953448.61918034,34,TG,54:4,NA,TG,54,4,114.09005451854216,4,558001.158474315,B03
TG(20:0e_18:1_18:1) +NH4,C59 H115 N O5,917.87301,22.328,2021634.1852732,cbr_o154,602206.297455281,42,TG,56:2e,e,TG e,56,2e,72.0602536161281,2,4342.604152985057,B03
CL(22:6_14:1_16:1_18:2),C79 H134 O17 P2,1416.90631,18.659,2021324.71129435,cbr_o154,574298.064524476,55,CL,70:10,NA,CL,70,10,68.72074296758471,10,21087.744705297446,B03
PS(18:1_20:2),C44 H80 N O10 P,813.54871,14.236,1984644.89033451,cbr_o154,1211600.11009052,51,PS,38:3,NA,PS,38,3,144.98056825939284,3,16539.435382049625,B03
PG(16:0_18:1),C40 H77 O10 P,748.5237,10.1,1978955.83583138,cbr_o154,1673692.71357294,55,PG,34:1,NA,PG,34,1,200.27475953867412,1,2304.9033546700853,B03
PI(16:1_16:1),C41 H75 O13 P,806.49153,6.597,1833469.29082285,cbr_o154,634632.370251034,55,PI,32:2,NA,PI,32,2,75.94037084391333,2,15430.354006352134,B03
TG(20:0_10:2_11:4) +NH4,C44 H75 N O6,713.55602,14.504,1789252.40995108,cbr_o154,1643541.71095312,38,TG,41:6,NA,TG,41,6,196.66687814529476,6,558001.158474315,B03
CL(74:15),C83 H132 O17 P2,1462.88844,17.355,1747419.48427892,cbr_o154,254771.053546992,54,CL,74:15,NA,CL,74,15,30.486009213491652,15,21087.744705297446,B03
PE(18:0_14:3),C37 H68 N O8 P,685.46566,7.003,1671392.07302907,cbr_o154,710109.120735443,55,PE,32:3,NA,PE,32,3,84.97194989748775,3,160072.51885148053,B03
PE(18:0_16:0),C39 H78 N O8 P,719.54401,14.034,1643273.28734751,cbr_o154,1056862.69894544,55,PE,34:0,NA,PE,34,0,126.46462590187275,0,160072.51885148053,B03
PC(34:6),C42 H72 N O8 P,749.49606000000006,5.41,1570885.39086705,cbr_o154,112496.102374718,54,PC,34:6,NA,PC,34,6,13.461329949891573,6,208047.64808914642,B03
CL(18:2_14:1_22:6_18:2),C81 H136 O17 P2,1442.92256,18.793,1560498.88229845,cbr_o154,1280240.01530026,39,CL,72:11,NA,CL,72,11,153.19404759114647,11,21087.744705297446,B03
PS(38:6),C44 H74 N O10 P,807.50144,8.89,1534776.14391225,cbr_o154,837460.125325319,55,PS,38:6,NA,PS,38,6,100.21082356552112,6,16539.435382049625,B03
LPC(20:4),C28 H50 N O7 P,543.32731,3.116,1516970.08189799,cbr_o154,496209.771292894,34,LPC,20:4,NA,LPC,20,4,59.376665633129015,4,10430.785737079472,B03
PS(18:3_20:5),C44 H70 N O10 P,803.47013,6.53,1466724.45865659,cbr_o154,967050.042613236,55,PS,38:8,NA,PS,38,8,115.71760644926174,8,16539.435382049625,B03
TG(26:0_16:0_24:1) +NH4,C69 H135 N O6,1074.02357,23.625,1454835.99945298,cbr_o154,312914.65960753,30,TG,66:1,NA,TG,66,1,37.4434970653847,1,558001.158474315,B03
PC(6:0_22:1),C36 H70 N O8 P,675.481,6.051,1451498.18858166,cbr_o154,767315.279086289,51,PC,28:1,NA,PC,28,1,91.81726237028276,1,208047.64808914642,B03
TG(18:1_11:1_18:1) +NH4,C50 H93 N O6,803.69557,19.071,1436292.99158705,cbr_o154,1223515.95159584,14,TG,47:3,NA,TG,47,3,146.40642276232865,3,558001.158474315,B03
CL(20:5_18:2_16:1_18:2),C81 H138 O17 P2,1444.93806,19.235,1410277.46073455,cbr_o154,1014144.09615599,16,CL,72:10,NA,CL,72,10,121.35290029531184,10,21087.744705297446,B03
CL(18:4_18:2_16:1_18:2),C79 H136 O17 P2,1418.92257,19.13,1369747.27049794,cbr_o154,688408.919015235,26,CL,70:9,NA,CL,70,9,82.37529482083532,9,21087.744705297446,B03
TG(6:0_12:1_18:3),C39 H66 O6,630.48055,14.44,1367487.42465777,cbr_o154,582556.479891558,40,TG,36:4,NA,TG,36,4,69.70894835224104,4,558001.158474315,B03
PS(38:5),C44 H76 N O10 P,809.51694,10.821,1355997.14102453,cbr_o154,968038.052800612,55,PS,38:5,NA,PS,38,5,115.83583215526727,5,16539.435382049625,B03
CL(72:13),C81 H132 O17 P2,1438.88805,17.761,1253406.04259761,cbr_o154,389956.262112433,55,CL,72:13,NA,CL,72,13,46.662326956330006,13,21087.744705297446,B03
DG(16:1_16:1) +NH4,C35 H67 N O5,581.49928,10.656,1123130.95678604,cbr_o154,419614.605261214,15,DG,32:2,NA,DG,32,2,50.21125651446704,2,1068.614235473309,B03
PG(18:3_18:3),C42 H71 O10 P,766.47627,5.804,1020792.73526253,cbr_o154,117463.8270254,55,PG,36:6,NA,PG,36,6,14.05576992791226,6,2304.9033546700853,B03
CL(18:4_18:2_16:1_16:1),C77 H134 O17 P2,1392.90655,19,1012252.54802986,cbr_o154,260828.854392039,49,CL,68:8,NA,CL,68,8,31.210888157957523,8,21087.744705297446,B03
TG(16:4_6:0_20:0) +NH4,C45 H81 N O6,731.60269,15.141,999818.012661243,cbr_o154,239420.044674889,47,TG,42:4,NA,TG,42,4,28.649101168422064,4,558001.158474315,B03
PS(33:0),C39 H76 N O10 P,749.51964,7.389,808202.544498846,cbr_o154,465669.890756013,53,PS,33:0,NA,PS,33,0,55.7222509480064,0,16539.435382049625,B03
LPC(17:1),C25 H50 N O7 P,507.33171,3.003,790089.609229123,cbr_o154,367967.19135159,55,LPC,17:1,NA,LPC,17,1,44.03110569128336,1,10430.785737079472,B03
LPC(17:0),C25 H52 N O7 P,509.34584,3.365,777429.977946231,cbr_o154,97588.3892394129,30,LPC,17:0,NA,LPC,17,0,11.677466855290938,0,10430.785737079472,B03
LPC(14:0),C22 H46 N O7 P,467.29906,2.015,684354.729790789,cbr_o154,308421.415341043,55,LPC,14:0,NA,LPC,14,0,36.905833605586174,0,10430.785737079472,B03
DG(20:0_16:1) +NH4,C39 H77 N O5,639.57942,15.909,648441.65004979,cbr_o154,354841.530647495,55,DG,36:1,NA,DG,36,1,42.46048372466973,1,1068.614235473309,B03
TG(16:0_18:1_16:1) +NH4,C53 H101 N O6,847.76177,19.844,641196.689991298,cbr_o154,327331.697896568,55,TG,50:2,NA,TG,50,2,39.16864580576076,2,558001.158474315,B03
CL(18:4_16:1_16:1_16:1),C75 H132 O17 P2,1366.88892,18.868,575809.41039493,cbr_o154,81079.862916938,33,CL,66:7,NA,CL,66,7,9.702049795301777,7,21087.744705297446,B03
PS(34:4),C40 H70 N O10 P,755.47054,7.883,551331.126748646,cbr_o154,192508.156399923,55,PS,34:4,NA,PS,34,4,23.03560529335353,4,16539.435382049625,B03
TG(6:0_18:1_18:2) +NH4,C45 H83 N O6,733.61799,16.406,541255.455136177,cbr_o154,49658.499872575,46,TG,42:3,NA,TG,42,3,5.942156550230938,3,558001.158474315,B03
PE(36:0e),C41 H84 N O7 P,733.5962,17.101,490955.085396868,cbr_o154,81932.8260342075,55,PE,36:0e,e,PE e,36,0e,9.804115713269379,0,6137.221985339142,B03
PG(16:1_18:3),C40 H71 O10 P,742.47643,6.309,444397.215512374,cbr_o154,244865.761649055,55,PG,34:4,NA,PG,34,4,29.300737904766883,4,2304.9033546700853,B03
CL(70:11),C79 H132 O17 P2,1414.88837,18.162,418353.945507834,cbr_o154,207994.873378703,55,CL,70:11,NA,CL,70,11,24.888752226369377,11,21087.744705297446,B03
PG(16:1_16:1),C38 H71 O10 P,718.47739,6.873,370690.93720288,cbr_o154,60750.5511158519,51,PG,32:2,NA,PG,32,2,7.269435971072559,2,2304.9033546700853,B03
CL(18:4_16:1_14:0_20:4),C77 H132 O17 P2,1390.88877,18.528,319139.339278814,cbr_o154,188290.086583335,45,CL,68:9,NA,CL,68,9,22.530869321580607,9,21087.744705297446,B03
LPC(16:2),C24 H46 N O7 P,491.29907,1.767,280827.068087796,cbr_o154,80300.5377732465,53,LPC,16:2,NA,LPC,16,2,9.608795427585697,2,10430.785737079472,B03
LPC(18:4),C26 H46 N O7 P,515.29636,1.669,241558.981986167,cbr_o154,41505.7101593154,41,LPC,18:4,NA,LPC,18,4,4.966590374820637,4,10430.785737079472,B03
LPC(20:1),C28 H56 N O7 P,549.37696,4.056,221742.70361436,cbr_o154,113506.817628683,55,LPC,20:1,NA,LPC,20,1,13.582272553517893,1,10430.785737079472,B03
LPC(14:1),C22 H44 N O7 P,465.28347,1.641,208055.403742533,cbr_o154,102084.05925216,54,LPC,14:1,NA,LPC,14,1,12.215420580886168,1,10430.785737079472,B03
TG(4:0_11:1_23:0) +NH4,C41 H79 N O6,681.58723,16.003,173144.992369377,cbr_o154,92977.3625522574,24,TG,38:1,NA,TG,38,1,11.125709502517928,1,558001.158474315,B03
TG(20:0_16:0_16:1) +NH4,C55 H107 N O6,877.80769,20.882,161090.372513125,cbr_o154,95118.248920612,53,TG,52:1,NA,TG,52,1,11.38188884723559,1,558001.158474315,B03
TG(4:0_11:1_21:0) +NH4,C39 H75 N O6,653.55684,13.955,137966.401772538,cbr_o154,46622.103025247,30,TG,36:1,NA,TG,36,1,5.578820052717948,1,558001.158474315,B03
LPC(12:0),C20 H42 N O7 P,439.26788,1.503,89638.232500008,cbr_o154,50591.579764875,52,LPC,12:0,NA,LPC,12,0,6.053809274500631,0,10430.785737079472,B03
DG(18:0_18:2) +NH4,C39 H75 N O5,637.56383,15.385,86451.095762767,cbr_o154,64483.4490520622,8,DG,36:2,NA,DG,36,2,7.716116075786028,2,1068.614235473309,B03
PE(38:2e),C43 H84 N O7 P,757.59608,15.515,61889.6508009217,cbr_o154,27394.4492092468,33,PE,38:2e,e,PE e,38,2e,3.278031076782378,2,6137.221985339142,B03
TG(16:0_14:4_11:2) +NH4,C44 H75 N O6,713.55566,16.587,726457525.089887,cbr_o156,194012142.947527,23,TG,41:6,NA,TG,41,6,23997.11270223197,6,443791.8152894358,B03
PC(16:0_18:1),C42 H82 N O8 P,759.57417,11.18,605708816.351113,cbr_o156,444706304.259344,55,PC,34:1,NA,PC,34,1,55005.15143318027,1,219038.46703906218,B03
TG(16:0_16:0_18:1) +NH4,C53 H103 N O6,849.77417,21.375,589982863.271548,cbr_o156,488735332.920808,29,TG,50:1,NA,TG,50,1,60451.045421603034,1,443791.8152894358,B03
TG(19:0_19:0_14:4) +NH4,C55 H101 N O6,871.7583,20.761,557764978.297381,cbr_o156,120493480.821784,9,TG,52:4,NA,TG,52,4,14903.683837699884,4,443791.8152894358,B03
TG(16:1_18:1_18:1) +NH4,C55 H103 N O6,873.77392,21.06,520736586.516904,cbr_o156,276351146.673409,20,TG,52:3,NA,TG,52,3,34181.51828726742,3,443791.8152894358,B03
TG(18:0_18:1_16:0) +NH4,C55 H107 N O6,877.80536,21.646,468532549.647086,cbr_o156,225009890.499515,44,TG,52:1,NA,TG,52,1,27831.1842722861,1,443791.8152894358,B03
PE(16:0_18:1),C39 H76 N O8 P,717.52793,11.715,459573213.463563,cbr_o156,292647376.912355,55,PE,34:1,NA,PE,34,1,36197.17806878571,1,170286.95078132258,B03
PC(16:0_18:2),C42 H80 N O8 P,757.55849,9.502,438829778.978337,cbr_o156,328203659.094531,55,PC,34:2,NA,PC,34,2,40595.088930627026,2,219038.46703906218,B03
TG(16:0_16:1_16:0) +NH4,C51 H99 N O6,821.74309,21.026,403134803.301447,cbr_o156,258252948.797957,54,TG,48:1,NA,TG,48,1,31942.975443884778,1,443791.8152894358,B03
PC(16:0_18:3),C42 H78 N O8 P,755.54282,8.294,396862577.324359,cbr_o156,68998069.0549828,55,PC,34:3,NA,PC,34,3,8534.282515484743,3,219038.46703906218,B03
PC(18:3_18:2),C44 H78 N O8 P,779.54271,7.169,374503516.901979,cbr_o156,44737205.4946978,55,PC,36:5,NA,PC,36,5,5533.487471088515,5,219038.46703906218,B03
PC(16:0_16:1),C40 H78 N O8 P,731.54299,9.137,364657967.37482,cbr_o156,340055275.651424,55,PC,32:1,NA,PC,32,1,42061.000156071925,1,219038.46703906218,B03
PC(16:1_18:1),C42 H80 N O8 P,757.55852,9.253,318219086.217662,cbr_o156,187226183.597611,51,PC,34:2,NA,PC,34,2,23157.766108566742,2,219038.46703906218,B03
PE(18:1_21:1),C44 H84 N O8 P,785.58966,11.338,297158602.812573,cbr_o156,241671722.191543,55,PE,39:2,NA,PE,39,2,29892.06482782616,2,170286.95078132258,B03
TG(18:0_18:0_18:1) +NH4,C57 H111 N O6,905.83671,21.897,260509655.559945,cbr_o156,105956483.324947,54,TG,54:1,NA,TG,54,1,13105.62129386204,1,443791.8152894358,B03
PE(18:0_18:3),C41 H76 N O8 P,741.52784,10.119,255185033.94129,cbr_o156,179972814.370934,55,PE,36:3,NA,PE,36,3,22260.60618775423,3,170286.95078132258,B03
PE(18:1_18:3),C41 H74 N O8 P,739.51216,8.796,252980509.83668,cbr_o156,81361850.1965387,55,PE,36:4,NA,PE,36,4,10063.542720398269,4,170286.95078132258,B03
PE(16:0_18:2),C39 H74 N O8 P,715.51246,9.692,217601687.707432,cbr_o156,148450723.607405,55,PE,34:2,NA,PE,34,2,18361.679279519525,2,170286.95078132258,B03
TG(16:1_16:1_16:1) +NH4,C51 H95 N O6,817.71215,20.082,212660775.796017,cbr_o156,84870981.5482625,55,TG,48:3,NA,TG,48,3,10497.582668903076,3,443791.8152894358,B03
TG(16:0_16:1_14:0) +NH4,C49 H95 N O6,793.71215,20.578,205428672.977373,cbr_o156,196903782.008206,37,TG,46:1,NA,TG,46,1,24354.775822586547,1,443791.8152894358,B03
PE(16:0_18:3),C39 H72 N O8 P,713.49675,8.694,201397497.464204,cbr_o156,49790494.494898,55,PE,34:3,NA,PE,34,3,6158.522295262126,3,170286.95078132258,B03
TG(14:1_11:4_18:1) +NH4,C46 H79 N O6,741.58697,17.69,194378510.330156,cbr_o156,159049165.988864,45,TG,43:6,NA,TG,43,6,19672.58700123244,6,443791.8152894358,B03
PC(16:1_18:3),C42 H76 N O8 P,753.52716,6.87,190627879.413723,cbr_o156,37256098.1525445,55,PC,34:4,NA,PC,34,4,4608.158915361451,4,219038.46703906218,B03
TG(16:4_19:0_19:0) +NH4,C57 H105 N O6,899.78955,21.083,188209448.867081,cbr_o156,38002279.4184013,54,TG,54:4,NA,TG,54,4,4700.453117471793,4,443791.8152894358,B03
TG(4:0_18:1_16:1) +NH4,C41 H77 N O6,679.57164,16.381,178147465.012975,cbr_o156,34407385.3922516,44,TG,38:2,NA,TG,38,2,4255.805293951661,2,443791.8152894358,B03
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80519,21.35,167884228.727217,cbr_o156,73975947.438404,55,TG,54:3,NA,TG,54,3,9149.98989735347,3,443791.8152894358,B03
PC(16:1_16:1),C40 H76 N O8 P,729.52735,7.557,166746004.996337,cbr_o156,156384506.957887,55,PC,32:2,NA,PC,32,2,19342.99874913695,2,219038.46703906218,B03
PE(18:1_18:1),C41 H78 N O8 P,743.54355,11.856,163523341.22932,cbr_o156,142487550.613301,55,PE,36:2,NA,PE,36,2,17624.10207312207,2,170286.95078132258,B03
PC(16:0_16:0),C40 H80 N O8 P,733.55865,11.02,153764838.473149,cbr_o156,59967797.5735236,55,PC,32:0,NA,PC,32,0,7417.339837670311,0,219038.46703906218,B03
TG(16:1_16:1_18:3) +NH4,C53 H95 N O6,841.71215,19.583,140613235.838285,cbr_o156,9213971.68721251,34,TG,50:5,NA,TG,50,5,1139.6643202534735,5,443791.8152894358,B03
TG(18:1_12:2_11:3) +NH4,C44 H75 N O6,713.5558,16.307,140546812.484761,cbr_o156,140546812.484761,44,TG,41:6,NA,TG,41,6,17384.054667384746,6,443791.8152894358,B03
PE(12:0p_24:2),C41 H78 N O7 P,727.54887,12.422,140303795.272289,cbr_o156,58831186.3775251,55,PE,36:2p,p,PE p,36,2p,7276.75385910931,2,15962.257020757339,B03
TG(16:0_18:3_18:3) +NH4,C55 H97 N O6,867.72772,19.669,132734090.065732,cbr_o156,2329678.58053775,42,TG,52:6,NA,TG,52,6,288.15495054997945,6,443791.8152894358,B03
PE(18:3_18:3),C41 H70 N O8 P,735.48108,6.521,116286323.263768,cbr_o156,8757521.78883778,55,PE,36:6,NA,PE,36,6,1083.2066187518556,6,170286.95078132258,B03
PE(18:3_18:2),C41 H72 N O8 P,737.49666,7.463,116087413.333542,cbr_o156,30582059.874909,55,PE,36:5,NA,PE,36,5,3782.6556953349295,5,170286.95078132258,B03
TG(18:2_11:1_16:0) +NH4,C48 H89 N O6,775.66551,19.256,114726090.967431,cbr_o156,16404074.066564,29,TG,45:3,NA,TG,45,3,2028.9988460029776,3,443791.8152894358,B03
TG(16:0_18:1_6:0) +NH4,C43 H83 N O6,709.61852,18.719,111016644.653262,cbr_o156,64888150.0333394,55,TG,40:1,NA,TG,40,1,8025.931911955261,1,443791.8152894358,B03
TG(16:1_18:1_6:0) +NH4,C43 H81 N O6,707.60274,17.507,110128368.266453,cbr_o156,70019374.2047452,53,TG,40:2,NA,TG,40,2,8660.606437327342,2,443791.8152894358,B03
TG(16:0_18:2_10:0) +NH4,C47 H89 N O6,763.66544,19.334,99448301.9584866,cbr_o156,57921607.2759703,55,TG,44:2,NA,TG,44,2,7164.249188628407,2,443791.8152894358,B03
TG(18:2_18:2_18:2) +NH4,C57 H101 N O6,895.75857,20.323,98410071.7392504,cbr_o156,6290190.45032619,17,TG,54:6,NA,TG,54,6,778.0255754187831,6,443791.8152894358,B03
TG(18:1_18:3_11:1) +NH4,C50 H89 N O6,799.66543,18.538,93672673.6208154,cbr_o156,1346668.15365926,43,TG,47:5,NA,TG,47,5,166.56765378138323,5,443791.8152894358,B03
