Name,Formula,Molecular Weight,RT [min],Area (Max.),samples,Area,count,class,species,letter,class_new,TC,DB,pqn,DB_new,sumpqn,batch
TG(18:1_17:1_16:0) +NH4,C54 H103 N O6,861.77421,21.225,84739598.5648296,cbr_o156,38978888.0493508,55,TG,51:2,NA,TG,51,2,4821.248584326701,2,443791.8152894358,B03
TG(16:0_18:1_22:0) +NH4,C59 H115 N O6,933.86802,22.14,83509376.4697895,cbr_o156,21025094.0532987,54,TG,56:1,NA,TG,56,1,2600.566871262773,1,443791.8152894358,B03
TG(18:2_11:1_18:0) +NH4,C50 H93 N O6,803.69638,19.958,78673037.065889,cbr_o156,11524079.5432682,55,TG,47:3,NA,TG,47,3,1425.3985930359415,3,443791.8152894358,B03
TG(16:1_16:1_18:2) +NH4,C53 H97 N O6,843.72764,20.085,77478378.2460216,cbr_o156,19190713.2490126,44,TG,50:4,NA,TG,50,4,2373.674666318827,4,443791.8152894358,B03
PE(18:0_18:1),C41 H80 N O8 P,745.55946,14.217,75106240.0532992,cbr_o156,37559177.2217198,55,PE,36:1,NA,PE,36,1,4645.646376044024,1,170286.95078132258,B03
LPC(18:1),C26 H52 N O7 P,521.34548,3.022,74696517.3301367,cbr_o156,23589045.6424471,55,LPC,18:1,NA,LPC,18,1,2917.6987492633257,1,7160.134563910416,B03
PE(16:0_16:1),C37 H72 N O8 P,689.49684,9.556,73377318.7070081,cbr_o156,73377318.7070081,55,PE,32:1,NA,PE,32,1,9075.946278661073,1,170286.95078132258,B03
TG(18:2_17:1_16:1) +NH4,C54 H99 N O6,857.74327,20.504,71951155.7221402,cbr_o156,5459517.97377965,54,TG,51:4,NA,TG,51,4,675.2807640091137,4,443791.8152894358,B03
TG(16:1_11:1_16:0) +NH4,C46 H87 N O6,749.64986,19.117,71192773.0358469,cbr_o156,31127019.423715,43,TG,43:2,NA,TG,43,2,3850.061041784775,2,443791.8152894358,B03
TG(16:0_18:3_11:1) +NH4,C48 H87 N O6,773.64987,18.574,68930080.3005901,cbr_o156,1382986.05838733,31,TG,45:4,NA,TG,45,4,171.05976875742434,4,443791.8152894358,B03
TG(18:3_18:2_18:2) +NH4,C57 H99 N O6,893.74315,19.842,67424067.2653599,cbr_o156,707292.462909539,38,TG,54:7,NA,TG,54,7,87.48409603655575,7,443791.8152894358,B03
PE(16:1_16:1),C37 H70 N O8 P,687.48136,7.872,58465096.0031436,cbr_o156,43229782.0106934,55,PE,32:2,NA,PE,32,2,5347.036197028682,2,170286.95078132258,B03
TG(16:1_18:1_17:1) +NH4,C54 H101 N O6,859.75881,20.9,57807490.3580236,cbr_o156,14566303.836633,46,TG,51:3,NA,TG,51,3,1801.687407355611,3,443791.8152894358,B03
TG(16:0_18:3_12:0) +NH4,C49 H91 N O6,789.68101,19.538,57794334.2620801,cbr_o156,14656843.621334,20,TG,46:3,NA,TG,46,3,1812.8861570034271,3,443791.8152894358,B03
TG(16:1_16:1_17:1) +NH4,C52 H97 N O6,831.72785,20.435,57038342.9560433,cbr_o156,13413312.138511,55,TG,49:3,NA,TG,49,3,1659.0753455319614,3,443791.8152894358,B03
TG(12:0_18:2_18:2) +NH4,C51 H93 N O6,815.69666,19.534,56838191.7015276,cbr_o156,12188105.504045,49,TG,48:4,NA,TG,48,4,1507.531111010749,4,443791.8152894358,B03
TG(18:1_11:2_14:2) +NH4,C46 H81 N O6,743.60254,17.814,55998631.3161137,cbr_o156,20294661.3165613,31,TG,43:5,NA,TG,43,5,2510.220584486136,5,443791.8152894358,B03
PI(18:1_18:3),C45 H79 O13 P,858.52303,7.344,55459551.9875752,cbr_o156,21511509.3805693,55,PI,36:4,NA,PI,36,4,2660.730958166151,4,15208.05559761069,B03
TG(18:3_12:2_11:3) +NH4,C44 H71 N O6,709.52464,13.235,55140624.5805538,cbr_o156,7274593.15917786,31,TG,41:8,NA,TG,41,8,899.7850817558943,8,443791.8152894358,B03
LPC(18:2),C26 H50 N O7 P,519.32988,2.348,54427733.3510089,cbr_o156,10449375.5948591,55,LPC,18:2,NA,LPC,18,2,1292.469842393349,2,7160.134563910416,B03
PE(16:1_18:3),C39 H70 N O8 P,711.48108,7.144,54105849.2490692,cbr_o156,21648957.9041469,55,PE,34:4,NA,PE,34,4,2677.731789459165,4,170286.95078132258,B03
TG(17:0_18:1_16:0) +NH4,C54 H105 N O6,863.78964,21.47,53450153.2500018,cbr_o156,24391939.8658466,55,TG,51:1,NA,TG,51,1,3017.007704229613,1,443791.8152894358,B03
LPC(18:3),C26 H48 N O7 P,517.31429,1.92,51538908.765579,cbr_o156,2220960.98292261,55,LPC,18:3,NA,LPC,18,3,274.70781057693137,3,7160.134563910416,B03
TG(16:1_17:1_16:0) +NH4,C52 H99 N O6,833.74344,20.873,51525819.9613352,cbr_o156,25754943.7533843,54,TG,49:2,NA,TG,49,2,3185.5959039469303,2,443791.8152894358,B03
PE(12:0p_24:0),C41 H82 N O7 P,731.5803,15.645,50178694.8338928,cbr_o156,32667470.293559,55,PE,36:0p,p,PE p,36,0p,4040.5974307668594,0,15962.257020757339,B03
TG(18:1_18:1_17:1) +NH4,C56 H105 N O6,887.78955,21.223,49833428.8946697,cbr_o156,11314031.3048233,55,TG,53:3,NA,TG,53,3,1399.4179962841658,3,443791.8152894358,B03
TG(18:1_18:1_20:0) +NH4,C59 H113 N O6,931.85237,21.879,49420720.8030413,cbr_o156,27556329.3416321,55,TG,56:2,NA,TG,56,2,3408.4069730100177,2,443791.8152894358,B03
CL(18:4_18:2_18:2_18:2),C81 H138 O17 P2,1444.93521,18.443,49369435.6064335,cbr_o156,6449558.2267947,55,CL,72:10,NA,CL,72,10,797.737570940905,10,25677.493104999696,B03
TG(18:1_18:1_17:0) +NH4,C56 H107 N O6,889.8052,21.513,48742594.0884003,cbr_o156,18290444.5694663,55,TG,53:2,NA,TG,53,2,2262.321589974502,2,443791.8152894358,B03
TG(18:1_11:2_18:1) +NH4,C50 H91 N O6,801.68099,19.232,48171390.790568,cbr_o156,4430552.70911816,47,TG,47:4,NA,TG,47,4,548.0093723960535,4,443791.8152894358,B03
PE(12:0e_24:2),C41 H80 N O7 P,729.56466,14.052,47594947.8955887,cbr_o156,33831261.8280381,55,PE,36:2e,e,PE e,36,2e,4184.5453104743265,2,7090.120611100663,B03
CL(18:3_18:2_14:0_22:6),C81 H136 O17 P2,1442.91928,17.92,46359591.08607,cbr_o156,1969412.84606061,55,CL,72:11,NA,CL,72,11,243.5941447073341,11,25677.493104999696,B03
PC(18:0_18:1),C44 H86 N O8 P,787.60541,13.775,45508751.8842418,cbr_o156,31098737.3049129,47,PC,36:1,NA,PC,36,1,3846.5628628458644,1,219038.46703906218,B03
PS(18:1_18:1),C42 H78 N O10 P,787.53425,10.098,44287921.8805409,cbr_o156,15018813.1426233,44,PS,36:2,NA,PS,36,2,1857.6577020479122,2,10251.221939948206,B03
CL(18:2_16:1_16:1_18:2),C77 H138 O17 P2,1396.93537,19.126,43652741.6134316,cbr_o156,29598967.4703127,55,CL,68:6,NA,CL,68,6,3661.058258847739,6,25677.493104999696,B03
TG(16:0_12:2_11:2) +NH4,C42 H75 N O6,689.55584,17.75,43257339.8986503,cbr_o156,42610467.3744793,52,TG,39:4,NA,TG,39,4,5270.4339653457355,4,443791.8152894358,B03
CL(18:3_18:2_16:1_18:2),C79 H138 O17 P2,1420.93503,18.801,42688117.6535145,cbr_o156,22670939.1408646,55,CL,70:8,NA,CL,70,8,2804.139335628654,8,25677.493104999696,B03
CL(18:3_18:2_18:2_18:2),C81 H140 O17 P2,1446.95037,18.921,41451588.0642523,cbr_o156,11962418.3717938,55,CL,72:9,NA,CL,72,9,1479.6161595762899,9,25677.493104999696,B03
TG(18:2_11:4_14:3) +NH4,C46 H73 N O6,735.54027,13.593,39554297.2040674,cbr_o156,987174.404344411,42,TG,43:9,NA,TG,43,9,122.10233379164634,9,443791.8152894358,B03
TG(16:0_18:2_13:0) +NH4,C50 H95 N O6,805.71225,20.515,37821814.129483,cbr_o156,13472859.6002317,54,TG,47:2,NA,TG,47,2,1666.4406945680264,2,443791.8152894358,B03
TG(16:1_17:0_16:0) +NH4,C52 H101 N O6,835.75857,21.17,37130861.948766,cbr_o156,32793213.8777725,55,TG,49:1,NA,TG,49,1,4056.150493147961,1,443791.8152894358,B03
TG(19:0_18:1_16:0) +NH4,C56 H109 N O6,891.82088,21.726,36971089.9445897,cbr_o156,29641510.8986036,55,TG,53:1,NA,TG,53,1,3666.320400834966,1,443791.8152894358,B03
TG(16:0_10:3_18:1) +NH4,C47 H85 N O6,759.63409,18.44,35985140.6659668,cbr_o156,2936813.78913621,55,TG,44:4,NA,TG,44,4,363.25072447878387,4,443791.8152894358,B03
CL(18:2_16:1_18:2_18:2),C79 H140 O17 P2,1422.95083,19.27,35599348.5451389,cbr_o156,26625178.1667753,55,CL,70:7,NA,CL,70,7,3293.2340804973164,7,25677.493104999696,B03
TG(20:0_11:3_14:2) +NH4,C48 H85 N O6,771.63435,19.823,35425884.9587296,cbr_o156,19176854.4969666,53,TG,45:5,NA,TG,45,5,2371.960495083421,5,443791.8152894358,B03
TG(18:0_16:0_16:0) +NH4,C53 H105 N O6,851.78629,21.705,34777452.4380254,cbr_o156,29106161.57893,36,TG,50:0,NA,TG,50,0,3600.1037312796734,0,443791.8152894358,B03
TG(4:0_18:2_16:1) +NH4,C41 H75 N O6,677.55623,14.556,34715151.6651645,cbr_o156,8165078.62704733,41,TG,38:3,NA,TG,38,3,1009.9280852169868,3,443791.8152894358,B03
LPC(16:1),C24 H48 N O7 P,493.3144,2.13,34296687.1809433,cbr_o156,12527518.9110717,55,LPC,16:1,NA,LPC,16,1,1549.512719261276,1,7160.134563910416,B03
CL(18:2_16:1_16:1_16:1),C75 H136 O17 P2,1370.9196,18.992,33586963.5445241,cbr_o156,20744573.4443388,55,CL,66:5,NA,CL,66,5,2565.869637542046,5,25677.493104999696,B03
PI(16:0_18:3),C43 H77 O13 P,832.50747,7.229,33522329.0436242,cbr_o156,7324480.33490227,55,PI,34:3,NA,PI,34,3,905.9555624282226,3,15208.05559761069,B03
TG(4:0_18:2_18:2) +NH4,C43 H77 N O6,703.57163,15.181,32470827.310513,cbr_o156,7386722.93038789,24,TG,40:4,NA,TG,40,4,913.654269097072,4,443791.8152894358,B03
TG(18:2_17:1_18:1) +NH4,C56 H103 N O6,885.77417,20.909,31777854.4921375,cbr_o156,4199136.92499991,54,TG,53:4,NA,TG,53,4,519.3858513720988,4,443791.8152894358,B03
PE(18:0p_18:1),C41 H80 N O7 P,729.56476,15.302,31773318.2070154,cbr_o156,18614337.9757107,55,PE,36:1p,p,PE p,36,1p,2302.383549267734,1,15962.257020757339,B03
TG(16:1_14:4_11:2) +NH4,C44 H73 N O6,711.54039,15.402,31677533.8152039,cbr_o156,31677533.8152039,1,TG,41:7,NA,TG,41,7,3918.1534595894323,7,443791.8152894358,B03
PI(18:1_18:2),C45 H81 O13 P,860.53853,8.4,31567798.1281392,cbr_o156,31567798.1281392,55,PI,36:3,NA,PI,36,3,3904.580393440368,3,15208.05559761069,B03
TG(15:0_11:3_14:3) +NH4,C43 H73 N O6,699.54051,15.777,29674010.5605159,cbr_o156,3055418.57492882,55,TG,40:6,NA,TG,40,6,377.9207980548441,6,443791.8152894358,B03
TG(15:0_16:0_16:1) +NH4,C50 H97 N O6,807.7277,20.762,29059433.4402993,cbr_o156,26800958.2417064,55,TG,47:1,NA,TG,47,1,3314.9760921304196,1,443791.8152894358,B03
LPC(16:0),C24 H50 N O7 P,495.33014,3.055,28965316.4984103,cbr_o156,6438896.09403686,55,LPC,16:0,NA,LPC,16,0,796.4187854383644,0,7160.134563910416,B03
TG(16:0_18:2_10:3) +NH4,C47 H83 N O6,757.61822,17.508,28427388.2715275,cbr_o156,444109.672401607,37,TG,44:5,NA,TG,44,5,54.93135480522523,5,443791.8152894358,B03
PS(39:3),C45 H82 N O10 P,827.56675,8.38,27982884.7067055,cbr_o156,9366741.71556405,55,PS,39:3,NA,PS,39,3,1158.5602487875271,3,10251.221939948206,B03
CL(18:3_16:1_16:1_20:4),C79 H136 O17 P2,1418.91949,18.307,27921558.8844783,cbr_o156,8389655.45690391,55,CL,70:9,NA,CL,70,9,1037.705704774727,9,25677.493104999696,B03
TG(18:2_12:2_12:2) +NH4,C45 H77 N O6,727.57171,17.318,27872260.5085543,cbr_o156,2261325.67607155,51,TG,42:6,NA,TG,42,6,279.7004676136,6,443791.8152894358,B03
TG(18:3_18:3_18:2) +NH4,C57 H97 N O6,891.72742,19.181,27803417.4571111,cbr_o156,39830.9757776368,53,TG,54:8,NA,TG,54,8,4.926642220710575,8,443791.8152894358,B03
TG(18:2_14:2_11:4) +NH4,C46 H75 N O6,737.55605,15.404,27567359.0280364,cbr_o156,27567359.0280364,7,TG,43:8,NA,TG,43,8,3409.7712207508703,8,443791.8152894358,B03
TG(4:0_16:1_16:1) +NH4,C39 H73 N O6,651.5407,14.151,27560370.9407181,cbr_o156,15763276.0626617,37,TG,36:2,NA,TG,36,2,1949.7393641716383,2,443791.8152894358,B03
TG(16:1_18:1_8:0) +NH4,C45 H85 N O6,735.63401,18.447,27177087.3738937,cbr_o156,17951723.2052497,51,TG,42:2,NA,TG,42,2,2220.4255796100474,2,443791.8152894358,B03
CL(72:12),C81 H134 O17 P2,1440.9039,17.35,26625981.7508626,cbr_o156,138887.301020843,55,CL,72:12,NA,CL,72,12,17.17879182648588,12,25677.493104999696,B03
PS(19:0_18:1),C43 H82 N O10 P,803.56681,9.506,26558469.3846082,cbr_o156,1359755.92220516,52,PS,37:1,NA,PS,37,1,168.18646305819033,1,10251.221939948206,B03
PI(16:0_18:2),C43 H79 O13 P,834.52293,8.257,26399640.0560325,cbr_o156,19131357.0169891,55,PI,34:2,NA,PI,34,2,2366.3329702383244,2,15208.05559761069,B03
TG(20:0_18:2_18:1) +NH4,C59 H111 N O6,929.83638,21.674,26026653.7584471,cbr_o156,8719401.05595144,55,TG,56:3,NA,TG,56,3,1078.4915142771185,3,443791.8152894358,B03
TG(18:1_24:0_16:0) +NH4,C61 H119 N O6,961.89951,22.401,25705549.3147841,cbr_o156,3731490.09290465,55,TG,58:1,NA,TG,58,1,461.54321552395567,1,443791.8152894358,B03
TG(18:0_12:2_11:2) +NH4,C44 H79 N O6,717.5866,18.903,25634047.0426091,cbr_o156,19532712.8689187,37,TG,41:4,NA,TG,41,4,2415.9761599177446,4,443791.8152894358,B03
TG(14:0_18:2_11:1) +NH4,C46 H85 N O6,747.63403,18.164,24695665.5559193,cbr_o156,5476938.72001686,54,TG,43:3,NA,TG,43,3,677.4355137297246,3,443791.8152894358,B03
TG(16:1_18:3_11:1) +NH4,C48 H85 N O6,771.63409,17.453,24530340.7586219,cbr_o156,139939.490139146,47,TG,45:5,NA,TG,45,5,17.30893574671879,5,443791.8152894358,B03
TG(16:0_16:0_16:0) +NH4,C51 H101 N O6,823.75862,21.406,23321715.29096,cbr_o156,22378238.3553482,51,TG,48:0,NA,TG,48,0,2767.9355515182515,0,443791.8152894358,B03
TG(20:0_14:3_11:3) +NH4,C48 H83 N O6,769.6184,19.097,23086978.379514,cbr_o156,4841126.53197564,53,TG,45:6,NA,TG,45,6,598.7927210566676,6,443791.8152894358,B03
PC(17:0_18:3),C43 H80 N O8 P,769.55849,8.915,22881282.9022439,cbr_o156,4233745.9503926,55,PC,35:3,NA,PC,35,3,523.6665972586459,3,219038.46703906218,B03
TG(4:0_16:0_16:0) +NH4,C39 H77 N O6,655.57175,17.552,22802732.4823838,cbr_o156,11600905.7820097,55,TG,36:0,NA,TG,36,0,1434.9011318026362,0,443791.8152894358,B03
TG(18:1_12:2_12:2) +NH4,C45 H79 N O6,729.58702,18.283,22290808.6050531,cbr_o156,10105586.6543696,40,TG,42:5,NA,TG,42,5,1249.9470300303167,5,443791.8152894358,B03
TG(20:5_11:2_12:2),C46 H70 O6,718.51081,16.614,22017563.7710384,cbr_o156,11774597.3131823,38,TG,43:9,NA,TG,43,9,1456.384814141527,9,443791.8152894358,B03
TG(12:0_11:4_20:4),C46 H72 O6,720.52646,17.734,21780440.5121445,cbr_o156,19101501.9943611,19,TG,43:8,NA,TG,43,8,2362.640240845991,8,443791.8152894358,B03
TG(32:1e),C35 H66 O5,566.4883,12.89,21277599.7815613,cbr_o156,13845602.7784148,53,TG,32:1e,e,TG e,32,1e,1712.5448193921472,1,1763.0924584778727,B03
TG(16:1_18:3_18:3) +NH4,C55 H95 N O6,865.71208,19.058,20809522.4615318,cbr_o156,117893.965016059,49,TG,52:7,NA,TG,52,7,14.582153067442436,7,443791.8152894358,B03
TG(16:1_11:1_18:2) +NH4,C48 H87 N O6,773.64988,18.281,20733378.2651912,cbr_o156,2411761.45228685,31,TG,45:4,NA,TG,45,4,298.3076754998748,4,443791.8152894358,B03
TG(16:0_16:1_13:0) +NH4,C48 H93 N O6,779.69631,20.229,20644846.8523431,cbr_o156,20644846.8523431,21,TG,45:1,NA,TG,45,1,2553.5345835027865,1,443791.8152894358,B03
PI(16:0_18:1),C43 H81 O13 P,836.53872,9.698,20516995.6726397,cbr_o156,17201966.6548963,55,PI,34:1,NA,PI,34,1,2127.6891551537014,1,15208.05559761069,B03
PS(18:1_18:3),C42 H74 N O10 P,783.50204,7.508,19947183.0060508,cbr_o156,9301201.44223763,55,PS,36:4,NA,PS,36,4,1150.4536565832723,4,10251.221939948206,B03
CL(18:2_18:2_18:2_18:2),C81 H142 O17 P2,1448.96457,19.383,19563966.1204152,cbr_o156,10490289.8664355,55,CL,72:8,NA,CL,72,8,1297.530476079634,8,25677.493104999696,B03
CL(16:1_16:1_16:1_16:1),C73 H134 O17 P2,1344.90385,18.872,18643837.4111379,cbr_o156,8597257.78610168,49,CL,64:4,NA,CL,64,4,1063.3837701541306,4,25677.493104999696,B03
PC(18:0_16:0),C42 H84 N O8 P,761.58959,13.585,18444314.2095126,cbr_o156,12102384.7330234,50,PC,34:0,NA,PC,34,0,1496.9284189736643,0,219038.46703906218,B03
TG(17:1_14:4_11:2) +NH4,C45 H75 N O6,725.55598,16.081,18341148.1757869,cbr_o156,1898281.16074943,53,TG,42:7,NA,TG,42,7,234.79595793830416,7,443791.8152894358,B03
CL(18:3_16:1_18:2_16:1),C77 H136 O17 P2,1394.91967,18.668,18239966.6391305,cbr_o156,16480249.8766379,55,CL,68:7,NA,CL,68,7,2038.4209340834213,7,25677.493104999696,B03
TG(18:1_18:1_6:0) +NH4,C45 H85 N O6,735.63414,18.704,18002369.6045065,cbr_o156,9408988.20660212,47,TG,42:2,NA,TG,42,2,1163.7856629874445,2,443791.8152894358,B03
PC(16:1_14:0),C38 H74 N O8 P,703.51179,7.393,17963223.3047361,cbr_o156,17963223.3047361,55,PC,30:1,NA,PC,30,1,2221.8480121406583,1,219038.46703906218,B03
TG(14:0_11:3_12:2) +NH4,C40 H69 N O6,659.50984,14.34,17174678.2294811,cbr_o156,9749335.06492555,52,TG,37:5,NA,TG,37,5,1205.882728629603,5,443791.8152894358,B03
TG(16:0_18:1_21:0) +NH4,C58 H113 N O6,919.85237,22.012,16950679.6655842,cbr_o156,10304655.2386838,55,TG,55:1,NA,TG,55,1,1274.5695674688814,1,443791.8152894358,B03
PS(39:1),C45 H86 N O10 P,831.59784,11.349,16755104.486749,cbr_o156,13294569.6790161,55,PS,39:1,NA,PS,39,1,1644.3882432725425,1,10251.221939948206,B03
CL(18:2_16:0_16:1_18:2),C77 H140 O17 P2,1398.94984,19.623,16749931.1047107,cbr_o156,9189626.08207199,45,CL,68:5,NA,CL,68,5,1136.6530436318906,5,25677.493104999696,B03
TG(12:0_18:3_18:2) +NH4,C51 H91 N O6,813.68042,18.833,16745940.5372066,cbr_o156,1100607.12674259,53,TG,48:5,NA,TG,48,5,136.13268149130712,5,443791.8152894358,B03
TG(4:0_18:1_17:0) +NH4,C42 H81 N O6,695.603,18.015,16598078.5681489,cbr_o156,8809229.08317908,55,TG,39:1,NA,TG,39,1,1089.6022275574924,1,443791.8152894358,B03
PE(25:1_11:0),C41 H80 N O8 P,745.55849,10.222,16426037.1381574,cbr_o156,6657453.96636097,47,PE,36:1,NA,PE,36,1,823.4519278718265,1,170286.95078132258,B03
TG(18:4_11:3_14:4),C46 H66 O6,714.48006,13.187,16344662.5606431,cbr_o156,2163265.82845052,32,TG,43:11,NA,TG,43,11,267.5715710446775,11,443791.8152894358,B03
PI(18:3_18:2),C45 H77 O13 P,856.50742,6.302,16242082.7268857,cbr_o156,4281694.06181484,55,PI,36:5,NA,PI,36,5,529.59723755867,5,15208.05559761069,B03
PE(10:0p_24:0),C39 H78 N O7 P,703.54911,13.455,16080740.8779362,cbr_o156,9442663.79171088,55,PE,34:0p,p,PE p,34,0p,1167.9509528445185,0,15962.257020757339,B03
PE(18:0p_18:3),C41 H76 N O7 P,725.53302,11.992,15995554.2286725,cbr_o156,5615554.1207553,55,PE,36:3p,p,PE p,36,3p,694.5806745596065,3,15962.257020757339,B03
CL(18:1_16:1_18:2_18:2),C79 H142 O17 P2,1424.96579,19.768,15508855.0109035,cbr_o156,8831781.85343037,55,CL,70:6,NA,CL,70,6,1092.391750734988,6,25677.493104999696,B03
TG(4:0_14:2_22:3) +NH4,C43 H75 N O6,701.55628,17.045,15440283.6419785,cbr_o156,7675994.52269857,46,TG,40:5,NA,TG,40,5,949.4339007055479,5,443791.8152894358,B03
PS(18:1_18:2),C42 H76 N O10 P,785.51752,8.596,15289518.0648809,cbr_o156,7570436.44989175,51,PS,36:3,NA,PS,36,3,936.3775582968112,3,10251.221939948206,B03
PS(39:5),C45 H78 N O10 P,823.53549,6.284,14637838.0820242,cbr_o156,436244.560446074,55,PS,39:5,NA,PS,39,5,53.95852921222282,5,10251.221939948206,B03
PC(17:1_18:1),C43 H82 N O8 P,771.57418,10.219,14154714.1600647,cbr_o156,13784340.2416835,54,PC,35:2,NA,PC,35,2,1704.96733493148,2,219038.46703906218,B03
PI(18:0_18:2),C45 H83 O13 P,862.55445,10.245,13900836.3071941,cbr_o156,6154320.63178099,55,PI,36:2,NA,PI,36,2,761.22001212297,2,15208.05559761069,B03
TG(4:0_16:0_18:0) +NH4,C41 H81 N O6,683.60265,18.749,13775410.3027821,cbr_o156,4659519.84469274,45,TG,38:0,NA,TG,38,0,576.330023227566,0,443791.8152894358,B03
PI(18:3_18:3),C45 H75 O13 P,854.49212,5.585,13376640.744356,cbr_o156,2665962.06240112,55,PI,36:6,NA,PI,36,6,329.74942237825496,6,15208.05559761069,B03
TG(18:0_18:3_20:1) +NH4,C59 H109 N O6,927.82073,21.479,13313530.0063192,cbr_o156,1420462.32245181,55,TG,56:4,NA,TG,56,4,175.69515971157284,4,443791.8152894358,B03
PE(20:0e_18:3),C43 H82 N O7 P,755.58015,14.94,13297688.5772032,cbr_o156,4274056.06639128,55,PE,38:3e,e,PE e,38,3e,528.6525037177172,3,7090.120611100663,B03
TG(9:0_18:1_16:0) +NH4,C46 H89 N O6,751.66542,19.535,12921602.6017191,cbr_o156,12766658.5004518,49,TG,43:1,NA,TG,43,1,1579.0915878348364,1,443791.8152894358,B03
TG(18:1_18:2_6:0) +NH4,C45 H83 N O6,733.61833,17.486,12698026.2965724,cbr_o156,4477132.29378184,54,TG,42:3,NA,TG,42,3,553.7707413795392,3,443791.8152894358,B03
TG(4:0_18:3_16:1) +NH4,C41 H73 N O6,675.54062,12.859,12117858.1515162,cbr_o156,1898194.12967994,42,TG,38:4,NA,TG,38,4,234.78519317713292,4,443791.8152894358,B03
TG(14:0_14:0_16:0) +NH4,C47 H93 N O6,767.69646,20.618,12058435.4087393,cbr_o156,8374772.94699758,31,TG,44:0,NA,TG,44,0,1035.8649062448594,0,443791.8152894358,B03
TG(4:0_18:2_18:3) +NH4,C43 H75 N O6,701.55632,13.325,11958329.9397737,cbr_o156,85549.4115326543,47,TG,40:5,NA,TG,40,5,10.581496802053115,5,443791.8152894358,B03
TG(26:0_16:0_18:1) +NH4,C63 H123 N O6,989.93052,22.684,11822155.7852456,cbr_o156,3644183.46825556,55,TG,60:1,NA,TG,60,1,450.74437128912683,1,443791.8152894358,B03
PS(18:3_18:3),C42 H70 N O10 P,779.47102,5.69,11781687.2196185,cbr_o156,4025010.25524267,55,PS,36:6,NA,PS,36,6,497.84834730072254,6,10251.221939948206,B03
PS(16:0_18:1),C40 H76 N O10 P,761.51776,9.951,11748139.59086,cbr_o156,7117395.41767483,55,PS,34:1,NA,PS,34,1,880.3414950706795,1,10251.221939948206,B03
PS(18:0_18:1),C42 H80 N O10 P,789.5492,12.241,11624628.8942045,cbr_o156,6465057.20065221,55,PS,36:1,NA,PS,36,1,799.6546191048861,1,10251.221939948206,B03
DG(22:3e),C25 H44 O4,408.32185,17.525,11622139.8065477,cbr_o156,4679870.87162533,55,DG,22:3e,e,DG e,22,3e,578.8472156026827,3,2012.9502458563557,B03
TG(8:0_11:2_22:6),C44 H68 O6,692.49539,16.349,11464480.6538413,cbr_o156,11464480.6538413,14,TG,41:8,NA,TG,41,8,1418.026882972969,8,443791.8152894358,B03
PE(18:0p_18:2),C41 H78 N O7 P,727.54914,13.581,11416276.5472113,cbr_o156,3880633.35669787,13,PE,36:2p,p,PE p,36,2p,479.99055420931097,2,15962.257020757339,B03
PC(14:0_18:3),C40 H74 N O8 P,727.51209,6.727,11294151.7185851,cbr_o156,2843551.27534814,55,PC,32:3,NA,PC,32,3,351.7152039682399,3,219038.46703906218,B03
PE(20:0e_18:2),C43 H84 N O7 P,757.59559,16.108,11253067.2380138,cbr_o156,8982006.71271571,55,PE,38:2e,e,PE e,38,2e,1110.9728705771736,2,7090.120611100663,B03
TG(4:0_16:0_20:5) +NH4,C43 H75 N O6,701.55626,15.823,11188917.5894911,cbr_o156,2904728.86171113,55,TG,40:5,NA,TG,40,5,359.2821810269917,5,443791.8152894358,B03
TG(16:1_18:1_24:0) +NH4,C61 H117 N O6,959.88353,22.134,11087274.5861005,cbr_o156,4348911.38817124,55,TG,58:2,NA,TG,58,2,537.9112622975931,2,443791.8152894358,B03
TG(16:0_14:0_12:0) +NH4,C45 H89 N O6,739.66549,20.053,10903146.0664508,cbr_o156,7221334.20094272,49,TG,42:0,NA,TG,42,0,893.1975496367436,0,443791.8152894358,B03
CL(18:1_16:1_16:1_16:1),C75 H138 O17 P2,1372.92996,19.508,10858619.1897564,cbr_o156,5303955.20388368,43,CL,66:4,NA,CL,66,4,656.0394048614306,4,25677.493104999696,B03
DG(16:0_20:5),C39 H66 O5,614.48586,13.368,10806177.0331062,cbr_o156,7039869.53433732,6,DG,36:5,NA,DG,36,5,870.7524181627796,5,1964.1033206775726,B03
PG(24:2_10:2) +NH4,C40 H74 N O10 P,759.50222,8.306,10727664.7727585,cbr_o156,4980598.35385284,54,PG,34:4,NA,PG,34,4,616.0438115169075,4,2111.8718497825,B03
PC(16:0_14:0),C38 H76 N O8 P,705.52753,8.943,10299026.0314024,cbr_o156,6968747.0277242,55,PC,30:0,NA,PC,30,0,861.9553666951201,0,219038.46703906218,B03
TG(4:0_14:1_16:0) +NH4,C37 H71 N O6,625.52515,14.434,10087270.3937116,cbr_o156,5957453.25100658,47,TG,34:1,NA,TG,34,1,736.869738722225,1,443791.8152894358,B03
TG(10:0_18:3_16:0) +NH4,C47 H87 N O6,761.64981,19.322,9830752.16289261,cbr_o156,2354878.68325996,28,TG,44:3,NA,TG,44,3,291.2719188796178,3,443791.8152894358,B03
PI(16:0_16:1),C41 H77 O13 P,808.50781,7.909,9348703.86760375,cbr_o156,8198489.09721655,55,PI,32:1,NA,PI,32,1,1014.0605833477981,1,15208.05559761069,B03
